Id,año,messem,sem,finicio,ffin
603,2014,Q,9,5/1/2014,5/15/2014
604,2014,Q,10,5/16/2014,5/31/2014
605,2014,Q,11,6/1/2014,6/15/2014
606,2014,Q,12,6/16/2014,6/30/2014
607,2014,Q,13,7/1/2014,7/15/2014
608,2014,Q,14,7/16/2014,7/31/2014
609,2014,Q,15,8/1/2014,8/15/2014
610,2014,Q,16,8/16/2014,8/31/2014
611,2014,Q,17,9/1/2014,9/15/2014
612,2014,Q,18,9/16/2014,9/30/2014
613,2014,Q,19,10/1/2014,10/15/2014
614,2014,Q,20,10/16/2014,10/31/2014
615,2014,Q,21,11/1/2014,11/15/2014
616,2014,Q,22,11/16/2014,11/30/2014
617,2014,Q,23,12/1/2014,12/15/2014
618,2014,Q,24,12/16/2014,12/31/2014
619,2015,Q,1,1/1/2015,1/15/2015
620,2015,Q,2,1/16/2015,1/31/2015
621,2015,Q,3,2/1/2015,2/15/2015
622,2015,Q,4,2/16/2015,2/28/2015
623,2015,Q,5,3/1/2015,3/15/2015
624,2015,Q,6,3/16/2015,3/31/2015
625,2015,Q,7,4/1/2015,4/15/2015
626,2015,Q,8,4/16/2015,4/30/2015
627,2015,Q,9,5/1/2015,5/15/2015
628,2015,Q,10,5/16/2015,5/31/2015
629,2015,Q,11,6/1/2015,6/15/2015
630,2015,Q,12,6/16/2015,6/30/2015
631,2015,Q,13,7/1/2015,7/15/2015
632,2015,Q,14,7/16/2015,7/31/2015
633,2015,Q,15,8/1/2015,8/15/2015
634,2015,Q,16,8/16/2015,8/31/2015
635,2015,Q,17,9/1/2015,9/15/2015
636,2015,Q,18,9/16/2015,9/30/2015
637,2015,Q,19,10/1/2015,10/15/2015
638,2015,Q,20,10/16/2015,10/31/2015
639,2015,Q,21,11/1/2015,11/15/2015
640,2015,Q,22,11/16/2015,11/30/2015
641,2015,Q,23,12/1/2015,12/15/2015
642,2015,Q,24,12/16/2015,12/31/2015
643,2016,Q,1,1/1/2016,1/15/2016
644,2016,Q,2,1/16/2016,1/31/2016
645,2016,Q,3,2/1/2016,2/15/2016
646,2016,Q,4,2/16/2016,2/28/2016
647,2016,Q,5,3/1/2016,3/15/2016
648,2016,Q,6,3/16/2016,3/31/2016
649,2016,Q,7,4/1/2016,4/15/2016
650,2016,Q,8,4/16/2016,4/30/2016
651,2016,Q,9,5/1/2016,5/15/2016
652,2016,Q,10,5/16/2016,5/31/2016
653,2016,Q,11,6/1/2016,6/15/2016
654,2016,Q,12,6/16/2016,6/30/2016
655,2016,Q,13,7/1/2016,7/15/2016
656,2016,Q,14,7/16/2016,7/31/2016
657,2016,Q,15,8/1/2016,8/15/2016
658,2016,Q,16,8/16/2016,8/31/2016
659,2016,Q,17,9/1/2016,9/15/2016
660,2016,Q,18,9/16/2016,9/30/2016
661,2016,Q,19,10/1/2016,10/15/2016
662,2016,Q,20,10/16/2016,10/31/2016
663,2016,Q,21,11/1/2016,11/15/2016
664,2016,Q,22,11/16/2016,11/30/2016
665,2016,Q,23,12/1/2016,12/15/2016
666,2016,Q,24,12/16/2016,12/31/2016
667,2017,Q,1,1/1/2017,1/15/2017
668,2017,Q,2,1/16/2017,1/31/2017
669,2017,Q,3,2/1/2017,2/15/2017
670,2017,Q,4,2/16/2017,2/28/2017
671,2017,Q,5,3/1/2017,3/15/2017
672,2017,Q,6,3/16/2017,3/31/2017
673,2017,Q,7,4/1/2017,4/15/2017
674,2017,Q,8,4/16/2017,4/30/2017
675,2017,Q,9,5/1/2017,5/15/2017
676,2017,Q,10,5/16/2017,5/31/2017
677,2017,Q,11,6/1/2017,6/15/2017
678,2017,Q,12,6/16/2017,6/30/2017
679,2017,Q,13,7/1/2017,7/15/2017
680,2017,Q,14,7/16/2017,7/31/2017
681,2017,Q,15,8/1/2017,8/15/2017
682,2017,Q,16,8/16/2017,8/31/2017
683,2017,Q,17,9/1/2017,9/15/2017
684,2017,Q,18,9/16/2017,9/30/2017
685,2017,Q,19,10/1/2017,10/15/2017
686,2017,Q,20,10/16/2017,10/31/2017
687,2017,Q,21,11/1/2017,11/15/2017
688,2017,Q,22,11/16/2017,11/30/2017
689,2017,Q,23,12/1/2017,12/15/2017
690,2017,Q,24,12/16/2017,12/31/2017
691,2018,Q,1,1/1/2018,1/15/2018
692,2018,Q,2,1/16/2018,1/31/2018
693,2018,Q,3,2/1/2018,2/15/2018
694,2018,Q,4,2/16/2018,2/28/2018
695,2018,Q,5,3/1/2018,3/15/2018
696,2018,Q,6,3/16/2018,3/31/2018
697,2018,Q,7,4/1/2018,4/15/2018
698,2018,Q,8,4/16/2018,4/30/2018
699,2018,Q,9,5/1/2018,5/15/2018
700,2018,Q,10,5/16/2018,5/31/2018
701,2018,Q,11,6/1/2018,6/15/2018
702,2018,Q,12,6/16/2018,6/30/2018
703,2018,Q,13,7/1/2018,7/15/2018
704,2018,Q,14,7/16/2018,7/31/2018
705,2018,Q,15,8/1/2018,8/15/2018
706,2018,Q,16,8/16/2018,8/31/2018
707,2018,Q,17,9/1/2018,9/15/2018
708,2018,Q,18,9/16/2018,9/30/2018
709,2018,Q,19,10/1/2018,10/15/2018
710,2018,Q,20,10/16/2018,10/31/2018
711,2018,Q,21,11/1/2018,11/15/2018
712,2018,Q,22,11/16/2018,11/30/2018
713,2018,Q,23,12/1/2018,12/15/2018
714,2018,Q,24,12/16/2018,12/31/2018
715,2019,Q,1,1/1/2019,1/15/2019
716,2019,Q,2,1/16/2019,1/31/2019
717,2019,Q,3,2/1/2019,2/15/2019
718,2019,Q,4,2/16/2019,2/28/2019
719,2019,Q,5,3/1/2019,3/15/2019
720,2019,Q,6,3/16/2019,3/31/2019
721,2019,Q,7,4/1/2019,4/15/2019
722,2019,Q,8,4/16/2019,4/30/2019
723,2019,Q,9,5/1/2019,5/15/2019
724,2019,Q,10,5/16/2019,5/31/2019
725,2019,Q,11,6/1/2019,6/15/2019
726,2019,Q,12,6/16/2019,6/30/2019
727,2019,Q,13,7/1/2019,7/15/2019
728,2019,Q,14,7/16/2019,7/31/2019
729,2019,Q,15,8/1/2019,8/15/2019
730,2019,Q,16,8/16/2019,8/31/2019
731,2019,Q,17,9/1/2019,9/15/2019
732,2019,Q,18,9/16/2019,9/30/2019
733,2019,Q,19,10/1/2019,10/15/2019
734,2019,Q,20,10/16/2019,10/31/2019
735,2019,Q,21,11/1/2019,11/15/2019
736,2019,Q,22,11/16/2019,11/30/2019
737,2019,Q,23,12/1/2019,12/15/2019
738,2019,Q,24,12/16/2019,12/31/2019
739,2020,Q,1,1/1/2020,1/15/2020
740,2020,Q,2,1/16/2020,1/31/2020
741,2020,Q,3,2/1/2020,2/15/2020
742,2020,Q,4,2/16/2020,2/28/2020
743,2020,Q,5,3/1/2020,3/15/2020
744,2020,Q,6,3/16/2020,3/31/2020
745,2020,Q,7,4/1/2020,4/15/2020
746,2020,Q,8,4/16/2020,4/30/2020
747,2020,Q,9,5/1/2020,5/15/2020
748,2020,Q,10,5/16/2020,5/31/2020
749,2020,Q,11,6/1/2020,6/15/2020
750,2020,Q,12,6/16/2020,6/30/2020
751,2020,Q,13,7/1/2020,7/15/2020
752,2020,Q,14,7/16/2020,7/31/2020
753,2020,Q,15,8/1/2020,8/15/2020
754,2020,Q,16,8/16/2020,8/31/2020
755,2020,Q,17,9/1/2020,9/15/2020
756,2020,Q,18,9/16/2020,9/30/2020
757,2020,Q,19,10/1/2020,10/15/2020
758,2020,Q,20,10/16/2020,10/31/2020
759,2020,Q,21,11/1/2020,11/15/2020
760,2020,Q,22,11/16/2020,11/30/2020
761,2020,Q,23,12/1/2020,12/15/2020
762,2020,Q,24,12/16/2020,12/31/2020
764,2011,M,1,1/1/2011,1/31/2011
765,2011,M,2,2/1/2011,2/28/2011
766,2011,M,3,3/1/2011,3/31/2011
767,2011,M,4,4/1/2011,4/30/2011
768,2011,M,5,5/1/2011,5/31/2011
769,2011,M,6,6/1/2011,6/30/2011
770,2011,M,7,7/1/2011,7/31/2011
771,2011,M,8,8/1/2011,8/31/2011
772,2011,M,9,9/1/2011,9/30/2011
773,2011,M,10,10/1/2011,10/31/2011
774,2011,M,11,11/1/2011,11/30/2011
775,2011,M,12,12/1/2011,12/31/2011
776,2012,M,1,1/1/2012,1/31/2012
777,2012,M,2,2/1/2012,2/29/2012
778,2012,M,3,3/1/2012,3/31/2012
779,2012,M,4,4/1/2012,4/30/2012
780,2012,M,5,5/1/2012,5/31/2012
781,2012,M,6,6/1/2012,6/30/2012
782,2012,M,7,7/1/2012,7/31/2012
783,2012,M,8,8/1/2012,8/31/2012
784,2012,M,9,9/1/2012,9/30/2012
785,2012,M,10,10/1/2012,10/31/2012
786,2012,M,11,11/1/2012,11/30/2012
787,2012,M,12,12/1/2012,12/31/2012
788,2013,M,1,1/1/2013,1/31/2013
789,2013,M,2,2/1/2013,2/28/2013
790,2013,M,3,3/1/2013,3/31/2013
791,2013,M,4,4/1/2013,4/30/2013
792,2013,M,5,5/1/2013,5/31/2013
793,2013,M,6,6/1/2013,6/30/2013
794,2013,M,7,7/1/2013,7/31/2013
795,2013,M,8,8/1/2013,8/31/2013
796,2013,M,9,9/1/2013,9/30/2013
797,2013,M,10,10/1/2013,10/31/2013
798,2013,M,11,11/1/2013,11/30/2013
799,2013,M,12,12/1/2013,12/31/2013
800,2014,M,1,1/1/2014,1/31/2014
801,2014,M,2,2/1/2014,2/28/2014
802,2014,M,3,3/1/2014,3/31/2014
803,2014,M,4,4/1/2014,4/30/2014
804,2014,M,5,5/1/2014,5/31/2014
805,2014,M,6,6/1/2014,6/30/2014
806,2014,M,7,7/1/2014,7/31/2014
807,2014,M,8,8/1/2014,8/31/2014
808,2014,M,9,9/1/2014,9/30/2014
809,2014,M,10,10/1/2014,10/31/2014
810,2014,M,11,11/1/2014,11/30/2014
811,2014,M,12,12/1/2014,12/31/2014
812,2015,M,1,1/1/2015,1/31/2015
813,2015,M,2,2/1/2015,2/28/2015
814,2015,M,3,3/1/2015,3/31/2015
815,2015,M,4,4/1/2015,4/30/2015
816,2015,M,5,5/1/2015,5/31/2015
817,2015,M,6,6/1/2015,6/30/2015
818,2015,M,7,7/1/2015,7/31/2015
819,2015,M,8,8/1/2015,8/31/2015
820,2015,M,9,9/1/2015,9/30/2015
821,2015,M,10,10/1/2015,10/31/2015
822,2015,M,11,11/1/2015,11/30/2015
823,2015,M,12,12/1/2015,12/31/2015
824,2016,M,1,1/1/2016,1/31/2016
825,2016,M,2,2/1/2016,2/29/2016
826,2016,M,3,3/1/2016,3/31/2016
827,2016,M,4,4/1/2016,4/30/2016
828,2016,M,5,5/1/2016,5/31/2016
829,2016,M,6,6/1/2016,6/30/2016
830,2016,M,7,7/1/2016,7/31/2016
831,2016,M,8,8/1/2016,8/31/2016
832,2016,M,9,9/1/2016,9/30/2016
833,2016,M,10,10/1/2016,10/31/2016
834,2016,M,11,11/1/2016,11/30/2016
835,2016,M,12,12/1/2016,12/31/2016
836,2017,M,1,1/1/2017,1/31/2017
837,2017,M,2,2/1/2017,2/28/2017
838,2017,M,3,3/1/2017,3/31/2017
839,2017,M,4,4/1/2017,4/30/2017
840,2017,M,5,5/1/2017,5/31/2017
841,2017,M,6,6/1/2017,6/30/2017
842,2017,M,7,7/1/2017,7/31/2017
843,2017,M,8,8/1/2017,8/31/2017
844,2017,M,9,9/1/2017,9/30/2017
845,2017,M,10,10/1/2017,10/31/2017
846,2017,M,11,11/1/2017,11/30/2017
847,2017,M,12,12/1/2017,12/31/2017
848,2018,M,1,1/1/2018,1/31/2018
849,2018,M,2,2/1/2018,2/28/2018
850,2018,M,3,3/1/2018,3/31/2018
851,2018,M,4,4/1/2018,4/30/2018
852,2018,M,5,5/1/2018,5/31/2018
853,2018,M,6,6/1/2018,6/30/2018
854,2018,M,7,7/1/2018,7/31/2018
855,2018,M,8,8/1/2018,8/31/2018
856,2018,M,9,9/1/2018,9/30/2018
857,2018,M,10,10/1/2018,10/31/2018
858,2018,M,11,11/1/2018,11/30/2018
859,2018,M,12,12/1/2018,12/31/2018
860,2019,M,1,1/1/2019,1/31/2019
861,2019,M,2,2/1/2019,2/28/2019
862,2019,M,3,3/1/2019,3/31/2019
863,2019,M,4,4/1/2019,4/30/2019
864,2019,M,5,5/1/2019,5/31/2019
865,2019,M,6,6/1/2019,6/30/2019
866,2019,M,7,7/1/2019,7/31/2019
867,2019,M,8,8/1/2019,8/31/2019
868,2019,M,9,9/1/2019,9/30/2019
869,2019,M,10,10/1/2019,10/31/2019
870,2019,M,11,11/1/2019,11/30/2019
871,2019,M,12,12/1/2019,12/31/2019
872,2020,M,1,1/1/2020,1/31/2020
873,2020,M,2,2/1/2020,2/29/2020
874,2020,M,3,3/1/2020,3/31/2020
875,2020,M,4,4/1/2020,4/30/2020
876,2020,M,5,5/1/2020,5/31/2020
877,2020,M,6,6/1/2020,6/30/2020
878,2020,M,7,7/1/2020,7/31/2020
879,2020,M,8,8/1/2020,8/31/2020
880,2020,M,9,9/1/2020,9/30/2020
881,2020,M,10,10/1/2020,10/31/2020
882,2020,M,11,11/1/2020,11/30/2020
883,2020,M,12,12/1/2020,12/31/2020
884,2011,AG,0,1/1/2011,12/31/2011
885,2012,AG,0,1/1/2012,12/31/2012
886,2013,AG,0,1/1/2013,12/31/2013
887,2014,AG,0,1/1/2014,12/31/2014
888,2015,AG,0,1/1/2015,12/31/2015
889,2016,AG,0,1/1/2016,12/31/2016
890,2017,AG,0,1/1/2017,12/31/2017
891,2018,AG,0,1/1/2018,12/31/2018
892,2019,AG,0,1/1/2019,12/31/2019
893,2020,AG,0,1/1/2020,12/31/2020
