Id_detalleordencompra,Fpago,TOTAL,cantidad,tipo_servicio,Fraccionamiento,lote
15658,28/02/2012,596.4162,1.0,CUOTA FIJA,HIPICO II,323.0
15660,30/04/2012,445.77,1.0,MEDIDO,HIPICO II,323.0
15672,30/06/2012,644.78,1.0,MEDIDO,HIPICO II,323.0
15683,31/08/2012,345.63,1.0,MEDIDO,HIPICO II,323.0
15692,31/10/2012,456.08,1.0,MEDIDO,HIPICO II,323.0
15701,31/12/2012,569.03,1.0,MEDIDO,HIPICO II,323.0
15709,28/02/2013,816.98,1.0,MEDIDO,HIPICO II,323.0
15713,30/04/2013,930.51,1.0,MEDIDO,HIPICO II,323.0
17751,29/02/2012,399.85,1.0,MEDIDO,FINCAS,1585.0
17752,30/04/2012,661.41,1.0,MEDIDO,FINCAS,1585.0
17753,30/06/2012,582.43,1.0,MEDIDO,FINCAS,1585.0
17754,31/08/2012,539.55,1.0,MEDIDO,FINCAS,1585.0
17755,31/10/2012,611.79,1.0,MEDIDO,FINCAS,1585.0
17756,31/12/2012,687.89,1.0,MEDIDO,FINCAS,1585.0
17757,28/02/2013,731.05,1.0,MEDIDO,FINCAS,1585.0
18071,28/02/2012,404.94,1.0,CUOTA FIJA,ENCINOS II,313.0
18073,30/04/2012,411.3,1.0,CUOTA FIJA,ENCINOS II,313.0
18074,30/06/2012,411.94,1.0,CUOTA FIJA,ENCINOS II,313.0
18075,30/08/2012,411.3,1.0,CUOTA FIJA,ENCINOS II,313.0
18076,30/10/2012,411.6,1.0,CUOTA FIJA,ENCINOS II,313.0
18077,30/12/2012,417.02,1.0,CUOTA FIJA,ENCINOS II,313.0
18084,28/02/2012,399.85,1.0,CUOTA FIJA,EUCALIPTOS,340.0
18085,28/04/2012,360.81,1.0,MEDIDO,EUCALIPTOS,340.0
18087,28/06/2012,350.3,1.0,MEDIDO,EUCALIPTOS,340.0
18088,28/08/2012,345.63,1.0,MEDIDO,EUCALIPTOS,340.0
18089,28/10/2012,343.17,1.0,MEDIDO,EUCALIPTOS,340.0
18090,28/12/2012,393.27,1.0,MEDIDO,EUCALIPTOS,340.0
18453,28/02/2013,399.85,1.0,MEDIDO,FINCAS,1754.0
18454,28/02/2013,410.87,1.0,MEDIDO,FINCAS,1754.0
18455,28/02/2013,424.06,1.0,MEDIDO,FINCAS,1754.0
18456,31/03/2013,370.62,1.0,MEDIDO,FINCAS,1754.0
18458,31/03/2013,403.92,1.0,MEDIDO,FINCAS,1754.0
18459,31/03/2013,484.5,1.0,MEDIDO,FINCAS,1754.0
18591,31/03/2013,1679.95,1.0,MEDIDO,FINCAS,1749.0
18593,31/03/2013,400.41,1.0,MEDIDO,FINCAS,1749.0
18594,31/03/2013,647.95,1.0,MEDIDO,FINCAS,1749.0
18595,30/04/2013,863.53,1.0,MEDIDO,FINCAS,1749.0
18596,30/04/2013,343.17,1.0,MEDIDO,FINCAS,1749.0
18597,30/04/2013,516.25,1.0,MEDIDO,FINCAS,1749.0
19089,23/05/2013,360.81,1.0,MEDIDO,FINCAS,534.0
19090,23/05/2013,387.83,1.0,MEDIDO,FINCAS,534.0
19091,23/05/2013,722.99,1.0,MEDIDO,FINCAS,534.0
19092,23/05/2013,1016.68,1.0,MEDIDO,FINCAS,534.0
19093,23/05/2013,1208.59,1.0,MEDIDO,FINCAS,534.0
19113,24/05/2013,429.69,1.0,MEDIDO,FINCAS,1680.0
19114,24/05/2013,696.35,1.0,MEDIDO,FINCAS,1680.0
19115,24/05/2013,607.4,1.0,MEDIDO,FINCAS,1680.0
19116,24/05/2013,555.16,1.0,MEDIDO,FINCAS,1680.0
19117,24/05/2013,495.54,1.0,MEDIDO,FINCAS,1680.0
19118,24/05/2013,620.56,1.0,MEDIDO,FINCAS,1680.0
19123,24/05/2013,360.81,1.0,MEDIDO,FINCAS,1675.0
19124,24/05/2013,350.2,1.0,MEDIDO,FINCAS,1675.0
19125,24/05/2013,345.63,1.0,MEDIDO,FINCAS,1675.0
19126,24/05/2013,343.17,1.0,MEDIDO,FINCAS,1675.0
19127,24/05/2013,393.27,1.0,MEDIDO,FINCAS,1675.0
19140,27/05/2013,416.97,1.0,MEDIDO,FINCAS,1759.0
19141,27/05/2013,610.8,1.0,MEDIDO,FINCAS,1759.0
19142,27/05/2013,686.86,1.0,MEDIDO,FINCAS,1759.0
19143,27/05/2013,806.9,1.0,MEDIDO,FINCAS,1759.0
19144,27/05/2013,876.32,1.0,MEDIDO,FINCAS,1759.0
19145,27/05/2013,748.42,1.0,MEDIDO,FINCAS,1759.0
19185,27/05/2013,399.85,1.0,MEDIDO,FINCAS,1729.0
19186,27/05/2013,360.81,1.0,MEDIDO,FINCAS,1729.0
19187,27/05/2013,350.3,1.0,MEDIDO,FINCAS,1729.0
19188,27/05/2013,345.63,1.0,MEDIDO,FINCAS,1729.0
19189,27/05/2013,343.17,1.0,MEDIDO,FINCAS,1729.0
19190,27/05/2013,393.27,1.0,MEDIDO,FINCAS,1729.0
19211,29/05/2013,1929.77,1.0,MEDIDO,DESCONOCIDO,8225.0
19212,29/05/2013,184.43,1.0,MEDIDO,DESCONOCIDO,8225.0
19213,29/05/2013,516.46,1.0,MEDIDO,DESCONOCIDO,8225.0
19214,29/05/2013,649.51,1.0,MEDIDO,DESCONOCIDO,8225.0
19215,29/05/2013,390.56,1.0,MEDIDO,DESCONOCIDO,8225.0
19216,29/05/2013,982.09,1.0,MEDIDO,DESCONOCIDO,8225.0
19217,29/05/2013,2366.6,1.0,MEDIDO,DESCONOCIDO,8225.0
19312,30/04/2013,791.28,1.0,MEDIDO,FINCAS,1585.0
19324,28/02/2012,399.85,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19325,28/04/2012,779.91,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19326,28/06/2012,941.53,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19327,28/08/2012,345.63,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19328,28/10/2012,904.5,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19329,28/12/2012,457.74,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19330,28/02/2013,1402.94,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19331,28/04/2013,443.87,1.0,MEDIDO,CRUZ DE SABINOS II,413.0
19335,30/05/2013,560.45,1.0,MEDIDO,FINCAS,1550.0
19336,31/05/2013,534.18,1.0,MEDIDO,FINCAS,1550.0
19476,05/06/2013,360.81,1.0,MEDIDO,FINCAS,1557.0
19477,05/06/2013,426.84,1.0,MEDIDO,FINCAS,1557.0
19478,05/06/2013,345.63,1.0,MEDIDO,FINCAS,1557.0
19479,05/06/2013,343.17,1.0,MEDIDO,FINCAS,1557.0
19480,05/06/2013,394.97,1.0,MEDIDO,FINCAS,1557.0
19483,05/06/2013,454.75,1.0,MEDIDO,FINCAS,1557.0
19595,07/06/2013,399.85,1.0,MEDIDO,FINCAS,1753.0
19596,07/06/2013,400.92,1.0,MEDIDO,FINCAS,1753.0
19597,07/06/2013,571.42,1.0,MEDIDO,FINCAS,1753.0
19598,07/06/2013,596.03,1.0,MEDIDO,FINCAS,1753.0
19599,07/06/2013,496.58,1.0,MEDIDO,FINCAS,1753.0
19600,07/06/2013,692.28,1.0,MEDIDO,FINCAS,1753.0
19636,12/06/2013,679.28,1.0,MEDIDO,FINCAS,509.0
19637,12/06/2013,823.37,1.0,MEDIDO,FINCAS,509.0
19638,12/06/2013,954.79,1.0,MEDIDO,FINCAS,509.0
19639,12/06/2013,1251.55,1.0,MEDIDO,FINCAS,509.0
19640,12/06/2013,618.47,1.0,MEDIDO,FINCAS,509.0
19641,12/06/2013,1112.32,1.0,MEDIDO,FINCAS,509.0
20142,24/06/2013,399.85,1.0,MEDIDO,FINCAS,1465.0
20143,24/06/2013,588.21,1.0,MEDIDO,FINCAS,1465.0
20144,24/06/2013,577.9,1.0,MEDIDO,FINCAS,1465.0
20145,24/06/2013,706.05,1.0,MEDIDO,FINCAS,1465.0
20146,24/06/2013,698.29,1.0,MEDIDO,FINCAS,1465.0
20147,24/06/2013,544.158,1.0,MEDIDO,FINCAS,1465.0
20390,04/04/2013,964.76,1.0,MEDIDO,FINCAS,1550.0
20391,04/04/2013,407.06,1.0,MEDIDO,FINCAS,1550.0
20392,04/04/2013,602.67,1.0,MEDIDO,FINCAS,1550.0
20394,04/04/2013,345.63,1.0,MEDIDO,FINCAS,1550.0
20395,04/04/2013,610.34,1.0,MEDIDO,FINCAS,1550.0
20396,04/04/2013,633.23,1.0,MEDIDO,FINCAS,1550.0
20622,30/06/2011,722.2,1.0,MEDIDO,DESCONOCIDO,2111.0
20624,31/08/2012,714.18,1.0,MEDIDO,DESCONOCIDO,2111.0
20625,31/10/2012,712.32,1.0,MEDIDO,DESCONOCIDO,2111.0
20626,31/12/2012,766.28,1.0,MEDIDO,DESCONOCIDO,2111.0
20640,03/07/2013,399.85,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20641,03/07/2013,437.55,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20642,03/07/2013,407.69,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20643,03/07/2013,403.36,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20644,03/07/2013,442.24,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20645,03/07/2013,416.19,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20646,03/07/2013,464.3,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20647,03/07/2013,651.73,1.0,MEDIDO,CRUZ DE SABINOS II,428.0
20648,03/07/2013,5500.0,1.0,CUOTA FIJA,CRUZ DE SABINOS II,427.0
21026,03/07/2013,1929.77,1.0,CUOTA FIJA,FINCAS,1580.0
21028,03/07/2013,360.81,1.0,MEDIDO,FINCAS,1580.0
21031,03/07/2013,563.18,1.0,MEDIDO,FINCAS,1580.0
21032,03/07/2013,620.6,1.0,MEDIDO,FINCAS,1580.0
21033,03/07/2013,492.65,1.0,MEDIDO,FINCAS,1580.0
21034,03/07/2013,641.79,1.0,MEDIDO,FINCAS,1580.0
21035,03/07/2013,608.89,1.0,MEDIDO,FINCAS,1580.0
21036,03/07/2013,602.65,1.0,MEDIDO,FINCAS,1580.0
21051,12/07/2013,759.97,1.0,MEDIDO,FINCAS,1465.0
21052,12/07/2013,803.55,1.0,MEDIDO,FINCAS,1465.0
21142,11/07/2013,360.8,1.0,MEDIDO,ENCINOS II,317.0
21145,11/07/2013,350.3,1.0,MEDIDO,ENCINOS II,317.0
21146,11/07/2013,345.63,1.0,MEDIDO,ENCINOS II,317.0
21147,11/07/2013,343.17,1.0,MEDIDO,ENCINOS II,317.0
21148,11/07/2013,393.27,1.0,MEDIDO,ENCINOS II,317.0
21149,11/07/2013,414.6,1.0,MEDIDO,ENCINOS II,317.0
21150,11/07/2013,412.12,1.0,MEDIDO,ENCINOS II,317.0
21801,26/07/2013,399.85,1.0,MEDIDO,FINCAS,1617.0
21802,26/07/2013,360.81,1.0,MEDIDO,FINCAS,1617.0
21803,26/07/2013,350.3,1.0,MEDIDO,FINCAS,1617.0
21804,26/07/2013,345.63,1.0,MEDIDO,FINCAS,1617.0
21805,26/07/2013,343.17,1.0,MEDIDO,FINCAS,1617.0
21806,26/07/2013,393.27,1.0,MEDIDO,FINCAS,1617.0
21807,26/07/2013,414.6,1.0,MEDIDO,FINCAS,1617.0
21808,26/07/2013,414.12,1.0,MEDIDO,FINCAS,1617.0
22178,07/08/2013,505.04,1.0,MEDIDO,FINCAS,1585.0
22410,14/08/2013,650.58,1.0,MEDIDO,FINCAS,1680.0
22411,14/08/2013,689.48,1.0,MEDIDO,FINCAS,1680.0
22413,14/08/2013,568.77,1.0,MEDIDO,FINCAS,1680.0
22758,05/06/2013,674.31,1.0,MEDIDO,FINCAS,1557.0
22759,05/06/2013,880.12,1.0,MEDIDO,FINCAS,1557.0
22790,01/08/2013,1929.77,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22791,01/08/2013,360.81,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22792,01/08/2013,620.06,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22793,16/08/2013,582.68,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22794,16/08/2013,343.17,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22795,16/08/2013,393.27,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22796,16/08/2013,624.68,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22797,16/08/2013,487.75,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22798,16/08/2013,411.15,1.0,MEDIDO,CRUZ DE SABINOS II,442.0
22802,19/08/2013,1929.77,1.0,CUOTA FIJA,CRUZ DE SABINOS I,359.0
22803,19/08/2013,360.81,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22804,19/08/2013,350.3,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22805,19/08/2013,345.63,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22806,19/08/2013,343.17,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22807,19/08/2013,393.27,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22808,19/08/2013,433.01,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22809,19/08/2013,412.12,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22810,19/08/2013,411.15,1.0,MEDIDO,CRUZ DE SABINOS I,359.0
22895,19/08/2013,1087.42,1.0,MEDIDO,DESCONOCIDO,8225.0
22896,19/08/2013,1784.46,1.0,MEDIDO,DESCONOCIDO,8225.0
22973,15/02/2013,360.81,1.0,MEDIDO,FINCAS,200.0
22974,15/02/2013,350.3,1.0,MEDIDO,FINCAS,200.0
22975,20/08/2013,480.08,1.0,MEDIDO,FINCAS,200.0
22976,20/08/2013,376.22,1.0,MEDIDO,FINCAS,200.0
22977,20/08/2013,577.46,1.0,MEDIDO,FINCAS,200.0
22978,20/08/2013,638.59,1.0,MEDIDO,FINCAS,200.0
22979,20/08/2013,663.6,1.0,MEDIDO,FINCAS,200.0
22980,20/08/2013,524.13,1.0,MEDIDO,FINCAS,200.0
23161,06/03/2013,1929.77,1.0,MEDIDO,FINCAS,1594.0
23162,06/03/2013,360.81,1.0,MEDIDO,FINCAS,1594.0
23163,06/03/2013,350.3,1.0,MEDIDO,FINCAS,1594.0
23164,06/03/2013,345.63,1.0,MEDIDO,FINCAS,1594.0
23165,06/03/2013,343.17,1.0,MEDIDO,FINCAS,1594.0
23166,06/03/2013,355.18,1.0,MEDIDO,FINCAS,1594.0
23167,23/08/2013,414.59,1.0,MEDIDO,FINCAS,1594.0
23168,23/08/2013,412.12,1.0,MEDIDO,FINCAS,1594.0
23169,23/08/2013,477.46,1.0,MEDIDO,FINCAS,1594.0
23192,26/08/2013,345.63,1.0,MEDIDO,FINCAS,1595.0
23193,26/08/2013,343.17,1.0,MEDIDO,FINCAS,1595.0
23194,26/08/2013,393.27,1.0,MEDIDO,FINCAS,1595.0
23195,26/08/2013,458.33,1.0,MEDIDO,FINCAS,1595.0
23196,26/08/2013,471.21,1.0,MEDIDO,FINCAS,1595.0
23197,26/08/2013,411.15,1.0,MEDIDO,FINCAS,1595.0
23199,26/08/2013,345.63,1.0,MEDIDO,FINCAS,1595.0
23200,26/08/2013,343.17,1.0,MEDIDO,FINCAS,1595.0
23201,26/08/2013,455.77,1.0,MEDIDO,FINCAS,1595.0
23202,26/08/2013,590.36,1.0,MEDIDO,FINCAS,1595.0
23203,26/08/2013,755.71,1.0,MEDIDO,FINCAS,1595.0
23204,26/08/2013,419.89,1.0,MEDIDO,FINCAS,1595.0
23205,25/02/2013,399.85,1.0,MEDIDO,FINCAS,1595.0
23206,25/02/2013,360.81,1.0,MEDIDO,FINCAS,1595.0
23207,25/02/2013,350.3,1.0,MEDIDO,FINCAS,1595.0
23208,25/02/2012,399.85,1.0,MEDIDO,FINCAS,1595.0
23209,25/02/2012,360.81,1.0,MEDIDO,FINCAS,1595.0
23210,25/02/2012,557.49,1.0,MEDIDO,FINCAS,1595.0
23287,29/08/2013,733.03,1.0,MEDIDO,FINCAS,1759.0
23288,29/08/2013,934.38,1.0,MEDIDO,FINCAS,1759.0
23289,29/08/2013,898.45,1.0,MEDIDO,FINCAS,1759.0
23382,27/07/2013,414.6,1.0,MEDIDO,FINCAS,1729.0
23383,27/07/2013,412.12,1.0,MEDIDO,FINCAS,1729.0
23384,20/08/2013,411.15,1.0,MEDIDO,FINCAS,1729.0
23505,28/08/2013,557.4,1.0,MEDIDO,FINCAS,1753.0
23506,28/08/2013,676.85,1.0,MEDIDO,FINCAS,1753.0
23507,28/08/2013,575.21,1.0,MEDIDO,FINCAS,1753.0
23518,28/02/2013,446.33,1.0,MEDIDO,EUCALIPTOS,340.0
23519,30/04/2013,412.12,1.0,MEDIDO,EUCALIPTOS,340.0
23520,04/09/2013,411.15,1.0,MEDIDO,EUCALIPTOS,340.0
23545,28/02/2013,399.85,1.0,MEDIDO,FINCAS,1712.0
23546,28/02/2013,360.81,1.0,MEDIDO,FINCAS,1712.0
23547,28/02/2013,350.3,1.0,MEDIDO,FINCAS,1712.0
23548,04/04/2013,374.3,1.0,MEDIDO,FINCAS,1712.0
23549,04/04/2013,343.17,1.0,MEDIDO,FINCAS,1712.0
23550,04/04/2013,533.21,1.0,MEDIDO,FINCAS,1712.0
23551,04/09/2013,651.33,1.0,MEDIDO,FINCAS,1712.0
23552,04/09/2013,796.7,1.0,MEDIDO,FINCAS,1712.0
23553,04/09/2013,644.53,1.0,MEDIDO,FINCAS,1712.0
24134,29/04/2013,0.0,1.0,MEDIDO,CHALETS II,465.0
24135,29/04/2013,360.81,1.0,MEDIDO,CHALETS II,465.0
24136,29/04/2013,350.3,1.0,MEDIDO,CHALETS II,465.0
24137,29/04/2013,345.63,1.0,MEDIDO,CHALETS II,465.0
24138,29/04/2013,343.17,1.0,MEDIDO,CHALETS II,465.0
24139,29/04/2013,344.2,1.0,MEDIDO,CHALETS II,465.0
24140,11/09/2013,636.26,1.0,MEDIDO,CHALETS II,465.0
24141,11/09/2013,652.37,1.0,MEDIDO,CHALETS II,465.0
24142,11/09/2013,460.59,1.0,MEDIDO,CHALETS II,465.0
24151,30/04/2013,441.53,1.0,MEDIDO,FINCAS,1750.0
24152,30/04/2013,400.41,1.0,MEDIDO,FINCAS,1750.0
24153,30/04/2013,364.14,1.0,MEDIDO,FINCAS,1750.0
24154,30/04/2013,345.63,1.0,MEDIDO,FINCAS,1750.0
24155,30/04/2013,343.17,1.0,MEDIDO,FINCAS,1750.0
24156,30/04/2013,410.36,1.0,MEDIDO,FINCAS,1750.0
24157,10/09/2013,444.41,1.0,MEDIDO,FINCAS,1750.0
24158,10/09/2013,711.6,1.0,MEDIDO,FINCAS,1750.0
24159,10/09/2013,624.03,1.0,MEDIDO,FINCAS,1750.0
24160,02/09/2013,794.79,1.0,MEDIDO,FINCAS,1465.0
24173,31/07/2013,0.0,1.0,MEDIDO,FINCAS,1657.0
24174,31/07/2013,0.0,1.0,MEDIDO,FINCAS,1657.0
24175,31/07/2013,0.0,1.0,MEDIDO,FINCAS,1657.0
24176,31/07/2013,0.0,1.0,MEDIDO,FINCAS,1657.0
24177,31/07/2013,0.0,1.0,MEDIDO,FINCAS,1657.0
24178,31/07/2013,0.0,1.0,MEDIDO,FINCAS,1657.0
24179,31/07/2013,414.6,1.0,MEDIDO,FINCAS,1657.0
24180,31/07/2013,412.12,1.0,MEDIDO,FINCAS,1657.0
24181,31/07/2013,411.15,1.0,MEDIDO,FINCAS,1657.0
24182,23/09/2013,534.13,1.0,MEDIDO,FINCAS,1754.0
24183,23/09/2013,608.48,1.0,MEDIDO,FINCAS,1754.0
24184,23/09/2013,487.65,1.0,MEDIDO,FINCAS,1754.0
24239,30/06/2013,562.55,1.0,MEDIDO,HIPICO II,323.0
24240,23/09/2013,1382.75,1.0,OTROS,HIPICO II,323.0
24641,30/09/2013,1582.57,1.0,MEDIDO,FINCAS,509.0
24642,30/09/2013,1567.09,1.0,MEDIDO,FINCAS,509.0
24643,30/09/2013,411.15,1.0,MEDIDO,FINCAS,509.0
24663,14/02/2013,1929.77,1.0,CUOTA FIJA,CRUZ DE SABINOS I,371.0
24664,14/02/2013,360.81,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24665,14/02/2013,350.3,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24666,25/02/2013,345.63,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24667,25/02/2013,343.17,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24668,25/02/2013,406.49,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24669,30/06/2013,572.88,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24670,30/06/2013,725.69,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
24671,30/06/2013,411.15,1.0,MEDIDO,CRUZ DE SABINOS I,371.0
25230,24/04/2013,707.77,1.0,MEDIDO,FINCAS,536.0
25232,15/10/2013,420.6,1.0,MEDIDO,FINCAS,1442.0
25233,28/02/2012,399.85,1.0,MEDIDO,FINCAS,1449.0
25234,30/04/2012,360.81,1.0,MEDIDO,FINCAS,1449.0
25235,30/06/2012,353.4,1.0,MEDIDO,FINCAS,1449.0
25236,31/08/2012,437.36,1.0,MEDIDO,FINCAS,1449.0
25237,31/10/2012,357.56,1.0,MEDIDO,FINCAS,1449.0
25238,31/12/2012,636.17,1.0,MEDIDO,FINCAS,1449.0
25239,28/02/2013,466.88,1.0,MEDIDO,FINCAS,1449.0
25240,30/04/2013,490.08,1.0,MEDIDO,FINCAS,1449.0
25241,30/06/2013,411.15,1.0,MEDIDO,FINCAS,1449.0
25242,15/10/2013,393.08,1.0,MEDIDO,FINCAS,1449.0
25250,28/02/2012,399.85,1.0,MEDIDO,FINCAS,1461.0
25253,30/04/2012,360.81,1.0,MEDIDO,FINCAS,1461.0
25254,30/06/2012,350.3,1.0,MEDIDO,FINCAS,1461.0
25255,31/08/2012,345.63,1.0,MEDIDO,FINCAS,1461.0
25256,31/10/2012,343.17,1.0,MEDIDO,FINCAS,1461.0
25257,31/12/2012,393.27,1.0,MEDIDO,FINCAS,1461.0
25258,28/02/2013,414.6,1.0,MEDIDO,FINCAS,1461.0
25259,30/04/2013,412.12,1.0,MEDIDO,FINCAS,1461.0
25260,30/06/2013,416.72,1.0,MEDIDO,FINCAS,1461.0
25261,31/08/2013,399.24,1.0,MEDIDO,FINCAS,1461.0
25263,15/10/2013,1208.7,1.0,MEDIDO,FINCAS,1465.0
25265,28/02/2012,399.85,1.0,MEDIDO,FINCAS,1508.0
25266,30/04/2012,673.5,1.0,MEDIDO,FINCAS,1508.0
25267,30/06/2012,927.51,1.0,MEDIDO,FINCAS,1508.0
25268,31/08/2012,1243.61,1.0,MEDIDO,FINCAS,1508.0
25269,31/10/2012,839.11,1.0,MEDIDO,FINCAS,1508.0
25270,31/12/2012,1092.74,1.0,MEDIDO,FINCAS,1508.0
25271,28/02/2013,734.99,1.0,MEDIDO,FINCAS,1508.0
25272,30/04/2013,1009.37,1.0,MEDIDO,FINCAS,1508.0
25273,30/06/2013,816.96,1.0,MEDIDO,FINCAS,1508.0
25274,15/10/2013,940.85,1.0,MEDIDO,FINCAS,1508.0
25281,28/02/2013,1101.14,1.0,MEDIDO,FINCAS,534.0
25282,30/04/2013,1136.37,1.0,MEDIDO,FINCAS,534.0
25283,30/06/2013,1248.31,1.0,MEDIDO,FINCAS,534.0
25284,15/10/2013,1259.19,1.0,MEDIDO,FINCAS,534.0
25292,30/04/2012,360.81,1.0,MEDIDO,FINCAS,1520.0
25293,30/04/2012,360.81,1.0,MEDIDO,FINCAS,1520.0
25294,31/08/2012,360.81,1.0,MEDIDO,FINCAS,1520.0
25295,31/10/2012,360.81,1.0,MEDIDO,FINCAS,1520.0
25296,31/12/2012,360.81,1.0,MEDIDO,FINCAS,1520.0
25297,28/02/2013,360.81,1.0,MEDIDO,FINCAS,1520.0
25298,30/04/2013,360.81,1.0,MEDIDO,FINCAS,1520.0
25299,30/06/2013,360.81,1.0,MEDIDO,FINCAS,1520.0
25300,15/10/2013,360.81,1.0,MEDIDO,FINCAS,1520.0
25331,16/10/2013,560.09,1.0,MEDIDO,FINCAS,1594.0
25382,16/10/2013,433.38,1.0,MEDIDO,FINCAS,1769.0
25383,16/10/2013,393.08,1.0,MEDIDO,FINCAS,533.0
25385,31/08/2013,549.89,1.0,MEDIDO,FINCAS,1550.0
25386,16/10/2013,393.08,1.0,MEDIDO,FINCAS,1550.0
25387,16/10/2013,643.01,1.0,MEDIDO,FINCAS,200.0
25388,16/10/2013,869.97,1.0,MEDIDO,FINCAS,1557.0
25392,30/06/2013,411.15,1.0,MEDIDO,FINCAS,1580.0
25393,16/10/2013,1165.32,1.0,MEDIDO,FINCAS,1580.0
25394,16/10/2013,393.08,1.0,MEDIDO,FINCAS,1585.0
25395,30/04/2013,423.33,1.0,MEDIDO,FINCAS,1591.0
25396,30/04/2013,809.81,1.0,MEDIDO,FINCAS,1591.0
25397,30/04/2013,612.47,1.0,MEDIDO,FINCAS,1591.0
25398,30/04/2013,516.23,1.0,MEDIDO,FINCAS,1591.0
25399,30/04/2013,773.36,1.0,MEDIDO,FINCAS,1591.0
25400,30/04/2013,2689.02,1.0,MEDIDO,FINCAS,1591.0
25401,30/04/2013,1528.78,1.0,MEDIDO,FINCAS,1591.0
25402,30/04/2013,2136.98,1.0,MEDIDO,FINCAS,1591.0
25403,30/06/2013,1472.49,1.0,MEDIDO,FINCAS,1591.0
25404,16/10/2013,561.26,1.0,MEDIDO,FINCAS,1591.0
25406,16/10/2013,865.78,1.0,MEDIDO,FINCAS,509.0
25407,16/10/2013,401.74,1.0,MEDIDO,FINCAS,1595.0
25408,16/10/2013,393.08,1.0,MEDIDO,FINCAS,1595.0
25409,26/07/2013,411.15,1.0,MEDIDO,FINCAS,1617.0
25410,31/08/2013,393.08,1.0,MEDIDO,FINCAS,1617.0
25429,17/10/2013,393.08,1.0,MEDIDO,DESCONOCIDO,2100.0
25438,28/02/2012,399.85,1.0,MEDIDO,DESCONOCIDO,8318.0
25441,30/04/2012,455.31,1.0,MEDIDO,DESCONOCIDO,8318.0
25442,30/06/2012,541.78,1.0,MEDIDO,DESCONOCIDO,8318.0
25443,31/08/2012,373.98,1.0,MEDIDO,DESCONOCIDO,8318.0
25444,31/10/2012,392.53,1.0,MEDIDO,DESCONOCIDO,8318.0
25445,31/12/2012,497.61,1.0,MEDIDO,DESCONOCIDO,8318.0
25446,28/02/2013,630.58,1.0,MEDIDO,DESCONOCIDO,8318.0
25447,30/04/2013,512.13,1.0,MEDIDO,DESCONOCIDO,8318.0
25448,30/06/2013,681.98,1.0,MEDIDO,DESCONOCIDO,8318.0
25449,17/10/2013,774.01,1.0,MEDIDO,DESCONOCIDO,8318.0
25451,23/10/2013,393.08,1.0,MEDIDO,FINCAS,1635.0
25452,23/10/2013,387.3,1.0,MEDIDO,FINCAS,1643.0
25460,28/02/2012,418.72,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25461,30/04/2012,360.81,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25462,30/06/2012,580.06,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25463,21/08/2012,364.36,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25464,31/10/2012,378.3,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25465,31/12/2012,420.84,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25466,28/02/2013,414.6,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
25467,30/04/2013,412.12,1.0,MEDIDO,CRUZ DE SABINOS I,388.0
